Date,Exchange,Company Name,Number of Shares,Price,Status,Symbol,Number of Shares
2006-02-14,American Stock Exchange,SPARK NETWORKS INC,33263996.0,7.12,priced,LOV,236839652.0
2006-02-13,,MERRILL CORP,,,withdrawn,,
2006-02-13,,WOOD RESOURCES LP,,,withdrawn,,
2006-02-13,Nasdaq National Market,"NBL TEXAS, LLC",50000000.0,19.00,priced,ROSE,950000000.0
2006-02-10,,"WINDSOR ENERGY RESOURCES, INC.",,,withdrawn,,
2006-02-10,,"NEWSUMMIT BIOPHARMA CO., INC.",,,withdrawn,,
2006-02-10,,DEBT RESOLVE INC,,,withdrawn,,
2006-02-10,,3PEA TECHNOLOGIES INC.,,,withdrawn,,
2006-02-10,New York Stock Exchange,MAGELLAN MIDSTREAM HOLDINGS LP,22000000.0,24.50,priced,MGG,539000000.0
2006-02-10,Nasdaq National Market,ACORDA THERAPEUTICS INC,5500000.0,6.00,priced,ACOR,33000000.0
2006-02-10,Nasdaq National Market,AMCOMP INC /FL,10500000.0,9.00,priced,AMCP,94500000.0
2006-02-10,OTCBB,OPTIONABLE INC,31431026.0,0.20,priced,OPBL,6286205.0
2006-02-09,,OWLSTONE NANOTECH INC,,,withdrawn,,
2006-02-09,New York Stock Exchange,MORTONS RESTAURANT GROUP INC,9465000.0,17.00,priced,MRT,160905000.0
2006-02-09,New York Stock Exchange,EXCO RESOURCES INC,50000000.0,13.00,priced,XCO,650000000.0
2006-02-09,Nasdaq National Market,NIGHTHAWK RADIOLOGY HOLDINGS INC,6300000.0,16.00,priced,NHWK,100800000.0
2006-02-09,Nasdaq National Market,NTELOS HOLDINGS CORP.,14375000.0,12.00,priced,NTLS,172500000.0
2006-02-08,Nasdaq National Market,"CROCS, INC.",9900000.0,21.00,priced,CROX,207900000.0
2006-02-07,New York Stock Exchange,EXANTAS CAPITAL CORP.,4000000.0,15.00,priced,RSO,60000000.0
2006-02-03,,TEXAS GENCO INC.,,,withdrawn,,
2006-02-03,,"P--CE COMPUTERS, INC.",,,withdrawn,,
2006-02-03,Nasdaq National Market,DEX LIQUIDATING CO.,3500000.0,10.00,priced,CRDC,35000000.0
2006-02-03,American Stock Exchange,COINMACH SERVICE CORP,10706638.0,9.00,priced,DRA,96359742.0
2006-02-03,New York Stock Exchange,"HEALTHSPRING, INC.",18800000.0,19.50,priced,HS,366600000.0
2006-02-03,New York Stock Exchange,ENERGY TRANSFER LP,21000000.0,21.00,priced,ETE,441000000.0
2006-02-03,,"GOLD HORSE INTERNATIONAL, INC.",,,filed,SPHH,806250.0
2006-02-02,Nasdaq National Market,"THOMAS WEISEL PARTNERS GROUP, INC.",6000000.0,15.00,priced,TWPG,90000000.0
2006-02-02,Nasdaq National Market,"SMART MODULAR TECHNOLOGIES (WWH), INC.",18181818.0,9.00,priced,SMOD,163636362.0
2006-02-02,Nasdaq National Market,"ORCHARD ENTERPRISES, INC.",3900000.0,9.75,priced,DMGI,38025000.0
2006-02-02,Nasdaq National Market,VALERA PHARMACEUTICALS INC,3750000.0,9.00,priced,VLRX,33750000.0
2006-02-01,,KENAN ADVANTAGE GROUP INC,,,withdrawn,,
2006-02-01,New York Stock Exchange,TERNIUM S.A.,24844720.0,20.00,priced,TX,496894400.0
2006-02-01,American Stock Exchange,AMERICAN TELECOM SERVICES INC,3350000.0,5.05,priced,TES,16917500.0
2006-02-01,Nasdaq National Market,"INTERCELL USA, INC.",5000000.0,7.00,priced,IOMI,35000000.0
2006-02-01,Nasdaq National Market,"SGX PHARMACEUTICALS, INC.",4000000.0,6.00,priced,SGXP,24000000.0
2006-02-01,New York Stock Exchange,KOPPERS HOLDINGS INC.,10000000.0,14.00,priced,KOP,140000000.0
2006-03-31,OTCBB,PHOENIX INDIA ACQUISITION CORP.,6156250.0,8.00,priced,PXIAU,49250000.0
2006-03-30,,MINT LEASING INC,,,withdrawn,,
2006-03-24,,CATALYTIC CAPITAL INVESTMENT CORP,,,withdrawn,,
2006-03-24,,AEARO TECHNOLOGIES INC.,,,withdrawn,,
2006-03-24,New York Stock Exchange,MACRO BANK INC.,9718281.0,20.35,priced,BMA,197767018.0
2006-03-24,New York Stock Exchange,TIM HORTONS INC.,29000000.0,23.162,priced,THI,671640000.0
2006-03-24,Nasdaq National Market,"GLOBAL TRAFFIC NETWORK, INC.",3800000.0,5.00,priced,GNET,19000000.0
2006-03-24,Nasdaq National Market,CLAYTON HOLDINGS INC,7500000.0,17.00,priced,CLAY,127500000.0
2006-03-23,,COATES MOTORCYCLE CO LTD,,,withdrawn,,
2006-03-23,American Stock Exchange,"NORTH AMERICAN INSURANCE LEADERS, INC.",12500000.0,8.00,priced,NAO,100000000.0
2006-03-23,Nasdaq SmallCap Market,EFUTURE HOLDING INC.,1500000.0,6.00,priced,EFUT,9000000.0
2006-03-22,Nasdaq National Market,NEXTEST SYSTEMS CORP,5400000.0,14.00,priced,NEXT,75600000.0
2006-03-17,OTCBB,PET DRX CORP,6250000.0,8.00,priced,EHHAU,50000000.0
2006-03-16,,PREMIER INDEMNITY HOLDING CO,,,withdrawn,,
2006-03-15,New York Stock Exchange,TRANSDIGM GROUP INC,10954570.0,21.00,priced,TDG,230045970.0
2006-03-13,,"CHINA ORGANIC AGRICULTURE, INC.",,,withdrawn,,
2006-03-13,,REDPOINT BIO CORP,,,withdrawn,,
2006-03-13,American Stock Exchange,TOWER US HOLDINGS INC.,25000000.0,6.00,priced,AQR-U,150000000.0
2006-03-13,,CHINA GRENTECH CORP LTD,,,filed,GRRF,112500000.0
2006-03-13,,"HIMAX TECHNOLOGIES, INC.",,,filed,HIMX,468000000.0
2006-03-10,,LEXINGTON STRATEGIC ASSET CORP,,,withdrawn,,
2006-03-10,New York Stock Exchange,TAM S.A.,23869565.0,19.43,priced,TAM,463785648.0
2006-03-10,OTCBB,"UAN CULTURAL & CREATIVE CO., LTD.",500000.0,8.50,priced,GHBAU,4250000.0
2006-03-09,Nasdaq National Market,"EAGLE TEST SYSTEMS, INC.",6500000.0,15.50,priced,EGLT,100750000.0
2006-03-08,Nasdaq National Market,ALEXZA PHARMACEUTICALS INC.,5500000.0,8.00,priced,ALXA,44000000.0
2006-03-07,,"ABALONE, INC.",,,withdrawn,,
2006-03-03,OTCBB,ORACLE HEALTHCARE ACQUISITION CORP.,15000000.0,8.00,priced,OHAQU,120000000.0
2006-03-03,American Stock Exchange,"INDIA GLOBALIZATION CAPITAL, INC.",9830000.0,6.00,priced,IGC-U,58980000.0
2006-05-01,,"REGENCY PROPERTY GROUP, INC.",,,withdrawn,,
2006-05-01,,"BRAND ENERGY & INFRASTRUCTURE SERVICES, INC",,,withdrawn,,
2006-04-28,Nasdaq National Market,"CPI INTERNATIONAL, INC.",7058870.0,18.00,priced,CPII,127059660.0
2006-04-27,Nasdaq National Market,AMERICAN OVERSEAS GROUP LIMITED,9409405.0,13.00,priced,RAMR,122322265.0
2006-04-27,Nasdaq SmallCap Market,AMERICAN MOLD GUARD INC,1350000.0,13.00,priced,AMGIU,17550000.0
2006-04-26,,"TARPON INDUSTRIES, INC.",,,withdrawn,,
2006-04-26,American Stock Exchange,HARBOR ACQUISITION CORP.,10000000.0,6.00,priced,HAC-U,60000000.0
2006-04-25,American Stock Exchange,SHANGHAI CENTURY ACQUISITION CORP,12500000.0,8.00,priced,SHA-U,100000000.0
2006-04-21,,LIGHT SCIENCES ONCOLOGY INC,,,withdrawn,,
2006-04-21,Nasdaq National Market,"OMRIX BIOPHARMACEUTICALS, INC.",3437500.0,10.00,priced,OMRI,34375000.0
2006-04-21,New York Stock Exchange,"SUPERIOR ENERGY SERVICES-NORTH AMERICA SERVICES, INC",26000000.0,24.00,priced,CPX,624000000.0
2006-04-20,,LEXINGTON STRATEGIC ASSET CORP,,,withdrawn,,
2006-04-20,OTCBB,SOUTHPEAK INTERACTIVE CORP,400000.0,8.50,priced,GSPAU,3400000.0
2006-04-19,,MOBIVENTURES INC.,,,withdrawn,,
2006-04-18,,NEWPAGE HOLDING CORP,,,withdrawn,,
2006-04-13,OTCBB,ASIA AUTOMOTIVE ACQUISITION CORP.,4375000.0,8.00,priced,AAACU,35000000.0
2006-04-12,Nasdaq National Market,"CATALYST BIOSCIENCES, INC.",5000000.0,9.00,priced,TRGT,45000000.0
2006-04-12,Nasdaq National Market,VANDA PHARMACEUTICALS INC.,5750000.0,10.00,priced,VNDA,57500000.0
2006-04-11,,AVETA INC,,,withdrawn,,
2006-04-11,American Stock Exchange,"GOLDEN GATE HOMES, INC.",9666666.0,6.00,priced,JKA-U,57999996.0
2006-04-07,,MATTRESS HOLDING CORP.,,,withdrawn,,
2006-04-07,Nasdaq National Market,"OMEGA NAVIGATION ENTERPRISES, INC.",8695747.0,17.00,priced,ONAV,147827699.0
2006-04-07,New York Stock Exchange,SEALY CORP,28000000.0,16.00,priced,ZZ,448000000.0
2006-04-06,,"SOUTH STREET VENTURES VII, INC.",,,withdrawn,,
2006-04-06,New York Stock Exchange,GOODMAN GLOBAL INC,23529411.0,18.00,priced,GGL,423529398.0
2006-04-06,American Stock Exchange,CASTLE BRANDS INC,3500000.0,9.00,priced,ROX,31500000.0
2006-04-05,,CHINA HOSPITALS INC,,,withdrawn,,
2006-04-05,American Stock Exchange,GENERAL FINANCE CORP,7500000.0,8.00,priced,GFN-U,60000000.0
2006-04-05,Nasdaq National Market,VISICU INC,6000000.0,16.00,priced,EICU,96000000.0
2006-04-04,,REXNORD LLC,,,withdrawn,,
2006-04-04,Nasdaq National Market,"LAKE SHORE BANCORP, INC.",2587500.0,10.00,priced,LSBK,25875000.0
2006-04-04,,COREL CORP,,,filed,CREL,104000000.0
2006-06-01,,WILON RESOURCES INC,,,withdrawn,,
2006-06-01,,"PHONEX HOLDINGS, INC.",,,withdrawn,,
2006-06-01,Nasdaq National Market,"CTC MEDIA, INC.",24709389.0,14.00,priced,CTCM,345931446.0
2006-05-30,,"HEALTH RUSH, INC.",,,withdrawn,,
2006-05-26,,METALS USA HOLDINGS CORP.,,,withdrawn,,
2006-05-26,New York Stock Exchange,"MUELLER WATER PRODUCTS, INC.",25000000.0,16.00,priced,MWA,400000000.0
2006-05-25,New York Stock Exchange,MASTERCARD INC,61520912.0,39.00,priced,MA,2399315568.0
2006-05-24,New York Stock Exchange,VONAGE HOLDINGS CORP,31250000.0,17.00,priced,VG,531250000.0
2006-05-23,,"RITZ INTERACTIVE, INC.",,,withdrawn,,
2006-05-19,New York Stock Exchange,DARWIN PROFESSIONAL UNDERWRITERS INC,5217391.0,16.00,priced,DR,83478256.0
2006-05-18,New York Stock Exchange,EMBARQ CORP,3500.0,24.47,priced,EQ,85645.0
2006-05-18,New York Stock Exchange,BURGER KING HOLDINGS INC,25000000.0,17.00,priced,BKC,425000000.0
2006-05-17,Nasdaq National Market,"RESTORE MEDICAL, INC.",4000000.0,8.00,priced,REST,32000000.0
2006-05-17,Nasdaq National Market,PENSON WORLDWIDE INC,7465761.0,17.00,priced,PNSN,126917937.0
2006-05-15,,SUMMIT CREST MINING CORP.,,,withdrawn,,
2006-05-12,,ACTIVANT SOLUTIONS HOLDINGS INC.,,,withdrawn,,
2006-05-12,OTCBB,KITARA MEDIA CORP.,6000000.0,6.00,priced,ASAQU,36000000.0
2006-05-12,Nasdaq National Market,"BIOMIMETIC THERAPEUTICS, INC.",4600000.0,8.00,priced,BMTI,36800000.0
2006-05-12,Nasdaq National Market,"BASIN WATER, INC.",6000000.0,12.00,priced,BWTR,72000000.0
2006-05-11,Nasdaq National Market,COMPASS GROUP DIVERSIFIED HOLDINGS LLC,13500000.0,15.00,priced,CODI,202500000.0
2006-05-10,,MITEL NETWORKS CORP,,,withdrawn,,
2006-05-10,Nasdaq National Market,"PARATEK PHARMACEUTICALS, INC.",6250000.0,6.50,priced,NOVC,40625000.0
2006-05-10,Nasdaq National Market,"ALLIANCE HOLDINGS GP, L.P.",12500000.0,25.00,priced,AHGP,312500000.0
2006-05-08,,"PASSAVE, INC.",,,withdrawn,,
2006-05-05,,"NTK HOLDINGS, INC.",,,withdrawn,,
2006-05-05,Nasdaq National Market,"NORTHSTAR NEUROSCIENCE, INC.",7100000.0,15.00,priced,NSTR,106500000.0
2006-05-05,OTCBB,EUROSEAS LTD.,9602340.0,7.00,priced,ESEAF,67216380.0
2006-05-04,New York Stock Exchange,"DELEK US ENERGY, INC.",10000000.0,16.00,priced,DK,160000000.0
2006-05-04,New York Stock Exchange,DYNCORP INTERNATIONAL INC.,25000000.0,15.00,priced,DCP,375000000.0
2006-05-02,,"TURBOWORX, INC.",,,withdrawn,,
2006-05-01,,"REGENCY PROPERTY GROUP, INC.",,,withdrawn,,
2006-05-01,,"BRAND ENERGY & INFRASTRUCTURE SERVICES, INC",,,withdrawn,,
2006-06-30,,"APPLIED PRECISION, INC.",,,withdrawn,,
2006-06-29,New York Stock Exchange,AVENTINE RENEWABLE ENERGY HOLDINGS INC,9058450.0,43.00,priced,AVR,389513350.0
2006-06-28,Nasdaq National Market,"OMNITURE, INC.",10700000.0,6.50,priced,OMTR,69550000.0
2006-06-28,Nasdaq National Market,CARDIOVASCULAR SYSTEMS INC,4500000.0,10.00,priced,RDYN,45000000.0
2006-06-28,Nasdaq National Market,"PGT INNOVATIONS, INC.",8823529.0,14.00,priced,PGTI,123529406.0
2006-06-28,New York Stock Exchange,J CREW GROUP INC,18800000.0,20.00,priced,JCG,376000000.0
2006-06-27,,"RENOIR PUBLISHING, INC.",,,withdrawn,,
2006-06-27,,PACIFIC LEASE GROUP INC,,,withdrawn,,
2006-06-26,,TABERNA REALTY FINANCE TRUST,,,withdrawn,,
2006-06-26,,TABERNA REALTY FINANCE TRUST,,,withdrawn,,
2006-06-26,New York Stock Exchange,INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,11500000.0,89.02,priced,FXC,1023730000.0
2006-06-26,New York Stock Exchange,INVESCO CURRENCYSHARES SWEDISH KRONA TRUST,7500000.0,136.87,priced,FXS,1026525000.0
2006-06-26,New York Stock Exchange,INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,8000000.0,184.25,priced,FXB,1474000000.0
2006-06-26,New York Stock Exchange,INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,13500000.0,74.22,priced,FXA,1001970000.0
2006-06-26,New York Stock Exchange,CURRENCYSHARES MEXICAN PESO TRUST,12000000.0,87.39,priced,FXM,1048680000.0
